"determiner","target_object1","figure","ExpFiller","correctAns1","object1","prime","target2","location3","location5","Prime","display_type","list","correctAns2","location4","size","workerid","object3","condition","target_figure3","instruction1","response","Res_object","condition1","location1","Answer.condition","target_object3","location10","Answer.time_in_minutes","instruction3","location6","object4","location9","location8","target1","size1","determiner1","displayID","response_times","competitor2","location7","location2","competitor1","object2","target_figure1","Intro_object","setting","speaker_cond"
"three","","Susan's","Exp","AOI4","","",10,"2_apples","1_apple","GirlThreeSusanPears","33-33",1,"AOI10","3_pears","big",11,"","num","girl","","['AOI7', 'AOI10', 'AOI10', 'AOI10']","","","2_oranges","undefined","3_pears","girl",7.2614,"Click on the girl that has three of Susan's pears","1_orange","","girl","boy",4,"","",6,"[1288, 3015, 4031, 4520]",9,"boy","3_bananas",3,"","","","fruit","list1"
"four","","Michael's","Filler","AOI4","","",10,"3_scissors","1_ruler","GirlFourMichaelPencils","44-22",1,"AOI10","4_pencils","big",11,"","four","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","1_ruler","undefined","4_pencils","girl",7.2614,"Click on the girl that has four of Michael's pencils","1_scissor","","girl","boy",4,"","",48,"[1463, 2215, 4063, 4623]",9,"boy","2_erasers",3,"","","","stationeries","list1"
"two","","Susan's","Exp","AOI1","","",7,"3_bananas","1_banana","BoyTwoSusanApples","44-22",1,"AOI7","2_oranges","small",11,"","num","boy","","['AOI8', 'AOI8', 'AOI7', 'AOI7']","","","2_apples","undefined","2_apples","girl",7.2614,"Click on the boy that has two of Susan's apples","1_pear","","girl","boy",1,"","",24,"[2039, 2848, 4087, 4729]",8,"boy","3_pears",2,"","","","fruit","list1"
"two","","Michael's","Exp","AOI2","","",8,"2_erasers","1_ruler","BoyTwoMichaelPencils","44-22",1,"AOI8","3_rulers","small",11,"","num","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",7.2614,"Click on the boy that has two of Michael's pencils","1_scissor","","girl","boy",2,"","",28,"[951, 1614, 2982, 3494]",7,"boy","2_pencils",1,"","","","stationeries","list1"
"some","","Susan's","Exp","AOI1","","",7,"2_apples","1_apple","BoySomeSusanPears","33-33",1,"AOI7","3_oranges","small",11,"","some","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_pears","undefined","2_pears","girl",7.2614,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",1,"","",1,"[1448, 2055, 3200, 4591]",8,"boy","3_bananas",2,"","","","fruit","list1"
"some","","Susan's","Exp","AOI3","","",9,"3_apples","1_apple","GirlSomeSusanApples","44-22",1,"AOI9","2_oranges","big",11,"","some","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","3_pears","undefined","3_apples","girl",7.2614,"Click on the girl that has some of Susan's apples","1_pear","","girl","boy",3,"","",20,"[1504, 2800, 3744, 4744]",10,"boy","2_bananas",4,"","","","fruit","list1"
"all","","Susan's","Exp","AOI3","","",9,"3_bananas","1_orange","GirlAllSusanBananas","33-33",1,"AOI9","2_oranges","big",11,"","all","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI9']","","","2_pears","undefined","3_bananas","girl",7.2614,"Click on the girl that has all of Susan's bananas","1_pear","","girl","boy",3,"","",4,"[903, 1759, 3295, 5072]",10,"boy","3_apples",4,"","","","fruit","list1"
"three","","Amy's","Exp","AOI1","","",7,"3_spoons","1_spoon","BoyThreeAmyPlates","44-22",1,"AOI7","2_knives","big",11,"","num","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","3_plates","undefined","3_plates","girl",7.2614,"Click on the boy that has three of Amy's plates","1_plate","","girl","boy",1,"","",31,"[1207, 2695, 3815, 4239]",8,"boy","2_forks",2,"","","","kitchenwares","list1"
"three","","Michael's","Exp","AOI3","","",9,"3_scissors","1_pencil","GirlThreeMichaelScissors","33-33",1,"AOI9","2_pencils","big",11,"","num","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_rulers","undefined","3_scissors","girl",7.2614,"Click on the girl that has three of Michael's scissors","1_eraser","","girl","boy",3,"","",10,"[880, 2183, 3311, 3655]",10,"boy","2_erasers",4,"","","","stationeries","list1"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",1,"AOI10","1_pear","small",11,"","one","girl","","['AOI7', 'AOI7', 'AOI9', 'AOI10']","","","3_bananas","undefined","1_pear","girl",7.2614,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[1312, 2200, 3457, 4720]",9,"boy","3_oranges",3,"","","","fruit","list1"
"","2_apples","Susan","Prac","AOI1","apples","BoySomeSusanapples",NA,"2_pears","1_apple","","33-33",NA,"AOI7","3_oranges","",12,"D3_bananas","","","Click on the boy that has some of Susan's apples","['AOI9', 'AOI7', 'AOI7', 'AOI7']","Fruit_residue","some","2_apples","undefined","","girl",8.22021666666667,"","1_pear","D3_oranges","girl","boy",1,"small","some",1,"",NA,"boy","3_bananas",2,"D3_pears","boy","Fruit_Susan_Monday","fruit","list1"
"","2_pears","Susan","Prac","AOI2","pears","BoyAllSusanpears",NA,"3_apples","1_apple","","44-22",NA,"AOI8","2_oranges","",12,"D4_bananas","","","Click on the boy that has all of Susan's pears","['AOI1', 'AOI7', 'AOI7', 'AOI8']","Slience","all","3_bananas","undefined","","girl",8.22021666666667,"","1_banana","D2_oranges","girl","boy",2,"small","all",2,"",NA,"boy","2_pears",1,"D2_pears","boy","Fruit_Susan_Tuesday","fruit","list1"
"","3_erasers","Michael","Prac","AOI3","erasers","GirlAllMichaelerasers",NA,"3_erasers","1_pencil","","33-33",NA,"AOI9","2_rulers","",12,"D3_erasers","","","Click on the girl that has all of Michael's erasers","['AOI9', 'AOI10', 'AOI9', 'AOI9']","Residue_stationary","all","3_scissors","undefined","","girl",8.22021666666667,"","1_ruler","D3_rulers","girl","boy",3,"big","all",3,"",NA,"boy","2_pencils",4,"D3_pencils","girl","Stationary_Michael_Monday","office supplies","list1"
"","2_rulers","Michael","Prac","AOI4","rulers","GirlTwoMichaelrulers",NA,"3_erasers","1_pencil","","44-22",NA,"AOI10","2_rulers","",12,"D4_erasers","","","Click on the girl that has two of Michael's rulers","['AOI8', 'AOI9', 'AOI10', 'AOI10']","Residue_stationary","num","3_pencils","undefined","","girl",8.22021666666667,"","1_eraser","D2_rulers","girl","boy",4,"small","two",4,"",NA,"boy","2_scissors",3,"D4_pencils","girl","Stationary_Michael_Tuesday","office supplies","list1"
"","3_spoons","Amy","Prac","AOI1","spoons","BoyThreeAmyspoons",NA,"3_plates","1_fork","","33-33",NA,"AOI7","2_forks","",12,"D3_spoons","","","Click on the boy that has three of Amy's spoons","['AOI9', 'AOI8', 'AOI7', 'AOI7']","Slience","num","3_spoons","undefined","","girl",8.22021666666667,"","1_knife","D3_knives","girl","boy",1,"big","three",5,"",NA,"boy","2_knives",2,"D3_forks","boy","kitchware_Amy_Tuesday","kitchenwares","list1"
"","3_knives","Amy","Prac","AOI3","knives","GirlSomeAmyknives",NA,"3_knives","1_fork","","44-22",NA,"AOI9","2_plates","",12,"D2_spoons","","","Click on the girl that has some of Amy's knives","['AOI7', 'AOI10', 'AOI10', 'AOI9']","Residue_kitchen","some","2_spoons","undefined","","girl",8.22021666666667,"","1_knife","D4_knives","girl","boy",3,"big","some",6,"",NA,"boy","3_forks",4,"D4_forks","girl","kitchware_Amy_Monday","kitchenwares","list1"
"all","","Susan's","Exp","AOI2","","",8,"2_bananas","1_apple","BoyAllSusanPears","33-33",1,"AOI8","3_oranges","big",12,"","all","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","2_apples","undefined","3_pears","girl",8.22021666666667,"Click on the boy that has all of Susan's pears","1_banana","","girl","boy",2,"","",3,"[2371, 4255, 5955, 8729]",7,"boy","3_pears",1,"","","","fruit","list1"
"four","","Michael's","Filler","AOI4","","",10,"3_scissors","1_ruler","GirlFourMichaelPencils","44-22",1,"AOI10","4_pencils","big",12,"","four","girl","","['AOI9', 'AOI10', 'AOI10', 'AOI10']","","","1_ruler","undefined","4_pencils","girl",8.22021666666667,"Click on the girl that has four of Michael's pencils","1_scissor","","girl","boy",4,"","",48,"[1523, 5615, 7725, 8880]",9,"boy","2_erasers",3,"","","","stationeries","list1"
"three","","Amy's","Exp","AOI2","","",8,"2_plates","1_spoon","BoyThreeAmyKnives","33-33",1,"AOI8","3_forks","big",12,"","num","boy","","['AOI2', 'AOI7', 'AOI8', 'AOI8']","","","2_spoons","undefined","3_knives","girl",8.22021666666667,"Click on the boy that has three of Amy's knives","1_plate","","girl","boy",2,"","",14,"[4203, 7198, 8684, 10446]",7,"boy","3_knives",1,"","","","kitchenwares","list1"
"four","","Michael's","Filler","AOI1","","",7,"2_rulers","1_pencil","BoyFourMichaelScissors","44-22",1,"AOI7","3_erasers","big",12,"","four","boy","","['AOI8', 'AOI8', 'AOI7', 'AOI7']","","","4_scissors","undefined","4_scissors","girl",8.22021666666667,"Click on the boy that has four of Michael's scissors","1_eraser","","girl","boy",1,"","",43,"[6297, 7621, 9322, 10475]",8,"boy","1_pencil",2,"","","","stationeries","list1"
"some","","Susan's","Exp","AOI1","","",7,"2_apples","1_apple","BoySomeSusanPears","33-33",1,"AOI7","3_oranges","small",12,"","some","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_pears","undefined","2_pears","girl",8.22021666666667,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",1,"","",1,"[1727, 4477, 8975, 10461]",8,"boy","3_bananas",2,"","","","fruit","list1"
"some","","Michael's","Exp","AOI2","","",8,"2_pencils","1_pencil","BoySomeMichaelScissors","33-33",1,"AOI8","3_erasers","small",12,"","some","boy","","['AOI3', 'AOI9', 'AOI8', 'AOI8']","","","3_rulers","undefined","2_scissors","girl",8.22021666666667,"Click on the boy that has some of Michael's scissors","1_scissor","","girl","boy",2,"","",12,"[5117, 5585, 11713, 13207]",7,"boy","2_scissors",1,"","","","stationeries","list1"
"all","","Amy's","Exp","AOI4","","",10,"3_knives","1_spoon","GirlAllAmyPlates","44-22",1,"AOI10","2_plates","small",12,"","all","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI10']","","","3_spoons","undefined","2_plates","girl",8.22021666666667,"Click on the girl that has all of Amy's plates","1_knife","","girl","boy",4,"","",35,"[3917, 5531, 7485, 9971]",9,"boy","2_forks",3,"","","","kitchenwares","list1"
"all","","Susan's","Exp","AOI2","","",8,"3_apples","1_apple","BoyAllSusanOranges","44-22",1,"AOI8","2_pears","small",12,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI8']","","","3_bananas","undefined","2_oranges","girl",8.22021666666667,"Click on the boy that has all of Susan's oranges","1_banana","","girl","boy",2,"","",21,"[2075, 2803, 5021, 6779]",7,"boy","2_oranges",1,"","","","fruit","list1"
"all","","Amy's","Exp","AOI3","","",9,"2_spoons","1_plate","GirlAllAmySpoons","44-22",1,"AOI9","3_forks","small",12,"","all","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI9']","","","3_plates","undefined","2_spoons","girl",8.22021666666667,"Click on the girl that has all of Amy's spoons","1_fork","","girl","boy",3,"","",36,"[2323, 3689, 6229, 8013]",10,"boy","2_knives",4,"","","","kitchenwares","list1"
"one","","Amy's","Filler","AOI2","","",8,"3_plates","2_spoons","BoyOneAmySpoons","33-33",1,"AOI8","3_knives","small",12,"","one","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI8']","","","3_forks","undefined","1_spoon","girl",8.22021666666667,"Click on the boy that has one of Amy's spoons","0","","girl","boy",2,"","",39,"[1623, 4519, 5683, 6321]",7,"boy","1_spoon",1,"","","","kitchenwares","list1"
"four","","Susan's","Filler","AOI3","","",9,"4_oranges","1_banana","GirlFourSusanOranges","44-22",1,"AOI9","1_banana","big",12,"","four","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","2_pears","undefined","4_oranges","girl",8.22021666666667,"Click on the girl that has four of Susan's oranges","1_apple","","girl","boy",3,"","",45,"[1384, 3142, 4298, 4850]",10,"boy","3_apples",4,"","","","fruit","list1"
"two","","Michael's","Exp","AOI2","","",8,"2_erasers","1_ruler","BoyTwoMichaelPencils","44-22",1,"AOI8","3_rulers","small",12,"","num","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",8.22021666666667,"Click on the boy that has two of Michael's pencils","1_scissor","","girl","boy",2,"","",28,"[11079, 14150, 15524, 16504]",7,"boy","2_pencils",1,"","","","stationeries","list1"
"some","","Amy's","Exp","AOI3","","",9,"2_knives","1_spoon","GirlSomeAmyKnives","33-33",1,"AOI9","3_forks","small",12,"","some","girl","","['AOI7', 'AOI10', 'AOI9', 'AOI9']","","","2_spoons","undefined","2_knives","girl",8.22021666666667,"Click on the girl that has some of Amy's knives","1_knife","","girl","boy",3,"","",15,"[3787, 5771, 8231, 9611]",10,"boy","3_plates",4,"","","","kitchenwares","list1"
"all","","Michael's","Exp","AOI4","","",10,"2_erasers","1_eraser","GirlAllMichaelRulers","33-33",1,"AOI10","3_rulers","big",12,"","all","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","2_scissors","undefined","3_rulers","girl",8.22021666666667,"Click on the girl that has all of Michael's rulers","1_scissor","","girl","boy",4,"","",8,"[2283, 4061, 6404, 7054]",9,"boy","3_pencils",3,"","","","stationeries","list1"
"some","","Michael's","Exp","AOI4","","",10,"2_scissors","1_ruler","GirlSomeMichaelRulers","44-22",1,"AOI10","3_rulers","big",12,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI10']","","","3_erasers","undefined","3_rulers","girl",8.22021666666667,"Click on the girl that has some of Michael's rulers","1_eraser","","girl","boy",4,"","",30,"[1913, 3500, 6644, 7780]",9,"boy","2_pencils",3,"","","","stationeries","list1"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",1,"AOI8","2_apples","big",12,"","four","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","1_orange","undefined","4_bananas","girl",8.22021666666667,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[1801, 2653, 4093, 4483]",7,"boy","4_bananas",1,"","","","fruit","list1"
"some","","Susan's","Exp","AOI2","","",8,"2_bananas","1_banana","BoySomeSusanOranges","33-33",1,"AOI8","3_pears","small",12,"","some","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_apples","undefined","2_oranges","girl",8.22021666666667,"Click on the boy that has some of Susan's oranges","1_orange","","girl","boy",2,"","",2,"[2185, 2799, 4923, 5557]",7,"boy","2_oranges",1,"","","","fruit","list1"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",1,"AOI10","4_plates","big",12,"","four","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","1_knife","undefined","4_plates","girl",8.22021666666667,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[1295, 2689, 3837, 4419]",9,"boy","3_forks",3,"","","","kitchenwares","list1"
"two","","Susan's","Exp","AOI4","","",10,"3_oranges","1_banana","GirlTwoSusanBananas","33-33",1,"AOI10","2_bananas","small",12,"","num","girl","","['AOI7', 'AOI10', 'AOI10', 'AOI10']","","","2_pears","undefined","2_bananas","girl",8.22021666666667,"Click on the girl that has two of Susan's bananas","1_pear","","girl","boy",4,"","",5,"[2878, 4547, 5549, 7055]",9,"boy","3_apples",3,"","","","fruit","list1"
"three","","Michael's","Exp","AOI3","","",9,"3_scissors","1_pencil","GirlThreeMichaelScissors","33-33",1,"AOI9","2_pencils","big",12,"","num","girl","","['AOI10', 'AOI10', 'AOI9', 'AOI9']","","","3_rulers","undefined","3_scissors","girl",8.22021666666667,"Click on the girl that has three of Michael's scissors","1_eraser","","girl","boy",3,"","",10,"[2155, 2447, 4193, 4889]",10,"boy","2_erasers",4,"","","","stationeries","list1"
"four","","Amy's","Filler","AOI3","","",9,"4_knives","1_spoon","GirlFourAmyKnives","44-22",1,"AOI9","2_forks","big",12,"","four","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","1_spoon","undefined","4_knives","girl",8.22021666666667,"Click on the girl that has four of Amy's knives","1_plate","","girl","boy",3,"","",46,"[1127, 1945, 3019, 3493]",10,"boy","3_plates",4,"","","","kitchenwares","list1"
"some","","Amy's","Exp","AOI3","","",9,"3_forks","1_fork","GirlSomeAmyForks","44-22",1,"AOI9","2_knives","big",12,"","some","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI9']","","","2_spoons","undefined","3_forks","girl",8.22021666666667,"Click on the girl that has some of Amy's forks","1_plate","","girl","boy",3,"","",34,"[1135, 2081, 4681, 6069]",10,"boy","3_plates",4,"","","","kitchenwares","list1"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",1,"AOI10","1_pear","small",12,"","one","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","3_bananas","undefined","1_pear","girl",8.22021666666667,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[1255, 2283, 3641, 3955]",9,"boy","3_oranges",3,"","","","fruit","list1"
"two","","Susan's","Exp","AOI1","","",7,"3_bananas","1_banana","BoyTwoSusanApples","44-22",1,"AOI7","2_oranges","small",12,"","num","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_apples","undefined","2_apples","girl",8.22021666666667,"Click on the boy that has two of Susan's apples","1_pear","","girl","boy",1,"","",24,"[1069, 2481, 3489, 3921]",8,"boy","3_pears",2,"","","","fruit","list1"
"three","","Susan's","Exp","AOI3","","",9,"3_oranges","1_apple","GirlThreeSusanOranges","44-22",1,"AOI9","2_bananas","big",12,"","num","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_apples","undefined","3_oranges","girl",8.22021666666667,"Click on the girl that has three of Susan's oranges","1_orange","","girl","boy",3,"","",23,"[1603, 2979, 4065, 4402]",10,"boy","2_pears",4,"","","","fruit","list1"
"some","","Michael's","Exp","AOI1","","",7,"3_scissors","1_pencil","BoySomeMichaelPencils","44-22",1,"AOI7","2_rulers","big",12,"","some","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI7']","","","3_pencils","undefined","3_pencils","girl",8.22021666666667,"Click on the boy that has some of Michael's pencils","1_scissor","","girl","boy",1,"","",29,"[1299, 2665, 3917, 4781]",8,"boy","2_erasers",2,"","","","stationeries","list1"
"all","","Michael's","Exp","AOI4","","",10,"3_scissors","1_eraser","GirlAllMichaelPencils","44-22",1,"AOI10","2_pencils","small",12,"","all","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI10']","","","3_erasers","undefined","2_pencils","girl",8.22021666666667,"Click on the girl that has all of Michael's pencils","1_scissor","","girl","boy",4,"","",25,"[443, 1873, 3501, 4516]",9,"boy","2_rulers",3,"","","","stationeries","list1"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",1,"AOI7","3_oranges","small",12,"","one","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",8.22021666666667,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[2040, 2761, 3776, 4520]",8,"boy","3_pears",2,"","","","fruit","list1"
"three","","Amy's","Exp","AOI1","","",7,"3_spoons","1_spoon","BoyThreeAmyPlates","44-22",1,"AOI7","2_knives","big",12,"","num","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","3_plates","undefined","3_plates","girl",8.22021666666667,"Click on the boy that has three of Amy's plates","1_plate","","girl","boy",1,"","",31,"[941, 1996, 3093, 3753]",8,"boy","2_forks",2,"","","","kitchenwares","list1"
"one","","Michael's","Filler","AOI2","","",8,"3_pencils","2_scissors","BoyOneMichaelRulers","33-33",1,"AOI8","3_scissors","small",12,"","one","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_erasers","undefined","1_ruler","girl",8.22021666666667,"Click on the boy that has one of Michael's rulers","0","","girl","boy",2,"","",40,"[710, 1388, 2924, 3326]",7,"boy","1_ruler",1,"","","","stationeries","list1"
"three","","Susan's","Exp","AOI4","","",10,"2_apples","1_apple","GirlThreeSusanPears","33-33",1,"AOI10","3_pears","big",12,"","num","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","2_oranges","undefined","3_pears","girl",8.22021666666667,"Click on the girl that has three of Susan's pears","1_orange","","girl","boy",4,"","",6,"[1111, 1699, 2577, 2951]",9,"boy","3_bananas",3,"","","","fruit","list1"
